epoch,acc,loss,val_acc,val_loss
0,0.23391158866712217,nan,0.24496644908683146,nan
1,0.23391158874216997,nan,0.24496644908683146,nan
2,0.23391158870464607,nan,0.24496644908683146,nan
3,0.23391158862542893,nan,0.24496644908683146,nan
4,0.23391158836693088,nan,0.24496644908683146,nan
5,0.23391158845031734,nan,0.24496644908683146,nan
6,0.233911588729662,nan,0.24496644908683146,nan
7,0.23391158895063613,nan,0.24496644908683146,nan
8,0.2339115886212596,nan,0.24496644908683146,nan
9,0.2339115887088154,nan,0.24496644908683146,nan
10,0.233911588729662,nan,0.24496644908683146,nan
11,0.23391158895480546,nan,0.24496644908683146,nan
12,0.23391158862542893,nan,0.24496644908683146,nan
13,0.2339115888505724,nan,0.24496644908683146,nan
14,0.23391158843780938,nan,0.24496644908683146,nan
15,0.2339115887838632,nan,0.24496644908683146,nan
16,0.23391158880887916,nan,0.24496644908683146,nan
17,0.23391158901734532,nan,0.24496644908683146,nan
