epoch,acc,loss,val_acc,val_loss
0,0.44817188790905627,1.0682138346228292,0.4608138712079523,1.0593819129080726
1,0.45844327816244707,1.0618477052465907,0.4562923952757459,1.0634725374122624
2,0.4591971419350049,1.0608878186119308,0.4562923952757459,1.0593003892503292
3,0.46023370491679866,1.0593192100502435,0.4562923952757459,1.0596324556199068
4,0.4630606926056492,1.0598048802213853,0.4562923952757459,1.0601115472889882
5,0.46079910234813193,1.0584635197487229,0.4672192966547242,1.0566533688503543
6,0.46353185778681033,1.056392871789828,0.45101733943665034,1.0566441985836763
7,0.46004523827507954,1.057149805833473,0.468349666655423,1.0604129247227017
8,0.46296646007604525,1.0560179509579168,0.4672192966547242,1.0558691157734115
9,0.462777994135012,1.054797748462506,0.46081387109566024,1.0569495195361485
10,0.4618356643385744,1.0555422956926437,0.4672192966547242,1.0542940465507422
11,0.4607048685603824,1.054962088050278,0.4562923952757459,1.055699811677063
12,0.46409725482216474,1.0543342902104988,0.4562923952757459,1.0542894623381982
13,0.4632491585171946,1.0532786134185317,0.4562923952757459,1.053577307120426
14,0.4638145563374858,1.0509051100245252,0.4562923952757459,1.0544438511694654
15,0.4627779934399428,1.0542768306926291,0.4675960871977023,1.0512650534903636
16,0.46324915869271716,1.051520266298793,0.4562923952757459,1.0520614926403595
17,0.4677723402201658,1.0505173493905469,0.4608138721905082,1.0507955301859007
18,0.4659819148629735,1.0511780653052,0.4562923952757459,1.0506020243130147
19,0.4666415446034545,1.0499514746544634,0.4721175641686106,1.0492821226195455
20,0.46588768087161786,1.050562560277483,0.4721175641686106,1.051114408926759
21,0.46899736808564496,1.0489185138037194,0.4604370812545078,1.0492820463058368
22,0.4660761469165604,1.0502285388811912,0.4721175641686106,1.0487968778376662
23,0.46805503875960774,1.0499447186488364,0.47174077443975027,1.0479562261002173
24,0.47502827668780884,1.0465845952068147,0.472871143233309,1.0448666650636267
25,0.47342631614830555,1.04536672623437,0.4781462003918366,1.0441562108914477
26,0.4751225096162,1.04604225977834,0.4830444670354592,1.0423412693112797
