epoch,acc,loss,val_acc,val_loss
0,0.4355450304312685,1.0713021355174208,0.43073783098312884,1.0724268164186932
1,0.44188845006058436,1.0654563787989142,0.437736956012096,1.0702322871318604
2,0.44290923039560287,1.0643060021577766,0.42942549516852935,1.0727101245785844
3,0.44640904793741926,1.0623400512073669,0.432050168136182,1.0702821787921497
4,0.44589865770743703,1.059280594943259,0.4233012614235582,1.0786285481740796
5,0.44414874908863694,1.0596736372277722,0.43540391485217916,1.0687291566537815
6,0.44779439229209883,1.0546871051925661,0.4393409235018897,1.0582789264013135
7,0.44888808517952794,1.0529260724902456,0.43482065523251323,1.0609752552507221
8,0.44775793579723816,1.0521526605683957,0.4367162516010889,1.056169426173502
9,0.4464090478070409,1.0502344770801793,0.42446778231422905,1.0620083505400209
10,0.44615385310084027,1.049792755858289,0.4406532593925377,1.0509308999674283
11,0.45238790293049297,1.0409238805659617,0.44619423333532643,1.0411426028484991
12,0.45515859213148724,1.0361232344920819,0.44371537564142555,1.0451236692278683
13,0.4533722271916643,1.0355609691451597,0.4445902665647344,1.0482258247925889
14,0.45413781210068493,1.0336310649891645,0.4435695614127975,1.0389277696887618
15,0.45530441771436253,1.0330388518610532,0.437445327133314,1.0449851281478129
16,0.4588406919031477,1.027029570071227,0.44706912281154093,1.0317794168506498
17,0.45902297409768095,1.0247712206153856,0.44721493894355435,1.0315415849835854
18,0.4594239954542297,1.0248915422062694,0.44575678697521326,1.0353239457994552
19,0.4601531235940518,1.022989617074618,0.44561097174709063,1.0287141359627647
20,0.45884069211229633,1.0219909948369164,0.44648586359601844,1.0268203684629382
21,0.4594604515688201,1.0222146225331954,0.4480898295626692,1.0223293933864237
22,0.46051768806732096,1.0204464228884216,0.44838145876737334,1.0303364521597036
23,0.45982501575960283,1.0210731162713733,0.44779819930197723,1.022504706708152
24,0.4597156460251288,1.0196894500058278,0.4470691238349365,1.0193242592865819
25,0.45920525673224116,1.0184895857554737,0.4496937948318465,1.0204013531115563
26,0.45895006122475684,1.0204233260777062,0.4517352062329915,1.01932975313482
27,0.4600072977477036,1.0183595665345173,0.4454651565624243,1.0239160902196307
28,0.46008021088138445,1.0175140864693506,0.4502770564418105,1.0224847324772666
29,0.4611374476759528,1.0178477638749106,0.4520268365154116,1.016011963244533
30,0.4597885595662421,1.017577822826398,0.44531934157548403,1.026802775358521
31,0.4612832731203011,1.0185758104691138,0.44517352767277824,1.0191041695616203
32,0.46099162172638847,1.0180944331449355,0.44779819944321014,1.0216281248028962
33,0.46080933965951737,1.0172433924422923,0.4526100980254261,1.0177553334156881
34,0.460554144755033,1.016347645496392,0.44561097307468023,1.022261066386706
35,0.46033540587007155,1.018664071758081,0.446340048400488,1.0208783783311919
36,0.46234050951015326,1.0164633726838987,0.4476523841716312,1.0333174356186345
