epoch,acc,loss,val_acc,val_loss
0,0.4238733252131547,1.0204003052085313,0.4328462073764788,0.9887225018346276
1,0.440925700365408,0.9770096215786249,0.4384133611691023,0.9672441239453847
2,0.44127370802157645,0.9802456593795819,0.45859429366736254,0.964336857466687
3,0.448059857316861,0.9730961521990759,0.4627696590118302,0.9547548336690621
4,0.4492778841134505,0.9672329075806071,0.4759916492693111,0.9362287537266506
5,0.44492778841134506,0.9613544675933745,0.4975643702157272,0.9349594969279387
6,0.4651122324691143,0.9305768210977953,0.48295059151009045,0.9341472096495231
7,0.4828606229337045,0.9008393026534188,0.5038274182324287,0.8396468561947327
8,0.4892987645728206,0.8854362565930003,0.4850382741823243,0.8965739329907689
9,0.500783017226379,0.8687633885711018,0.5156576200417536,0.8379339587440088
10,0.4922568296502523,0.8723762088816513,0.5330549756437022,0.8274742395515559
11,0.5066991473812423,0.8540130621521811,0.5441892832289492,0.8707276095270748
12,0.5141813119888637,0.8468883387588622,0.5483646485734168,0.7942050569178162
13,0.507221158865495,0.8455551616558596,0.5254001391788448,0.8167911653520392
14,0.5094832086305898,0.8396986902789786,0.5365344467640919,0.7925644930313028
15,0.5113972507395163,0.8287606961107246,0.535142658315936,0.8133799208239986
16,0.5066991473812423,0.8377905819914225,0.464857341684064,0.8297581635944973
17,0.5357577866713068,0.7840353777964355,0.5024356297842728,0.8138186940639687
18,0.5348877675308856,0.7742370544459529,0.5838552540013918,0.7432262905719561
19,0.5388898555768227,0.7702036040302523,0.5518441196938065,0.7399037573616214
20,0.5468940316686967,0.7644687530146768,0.5727209464161448,0.7469952853884874
21,0.5514181311988864,0.7686200490169321,0.5880306193458594,0.7256362840901753
22,0.5486340699495389,0.7771782027885253,0.5650661099512874,0.7387229995305041
23,0.555942230729076,0.7613835279000684,0.5629784272790536,0.7282776806083916
24,0.5635983991647816,0.757037172524235,0.5427974947807933,0.753153115551518
25,0.5686445101792239,0.7604283271128675,0.581767571329158,0.7262231984384594
26,0.57508265181834,0.7310847589867797,0.5845511482254697,0.7049740164830592
27,0.5806507743170349,0.722958736028625,0.5713291579679889,0.7014875793008142
28,0.5796067513485297,0.723062116357655,0.5949895615866388,0.6966798682388864
29,0.585522881503393,0.7207563419068562,0.581767571329158,0.7355690472256141
30,0.5792587436923612,0.7268721239229524,0.5720250521920668,0.7228456624140674
31,0.5869149121280668,0.7249007030910857,0.5622825330549757,0.7558204095135653
32,0.585522881503393,0.723208875667812,0.6019485038274183,0.7195377005821885
33,0.5823908125978772,0.7199209844788136,0.5601948503827419,0.7430468996888093
34,0.5912650078301722,0.7114310027620515,0.5706332637439109,0.7190730926847899
35,0.587088915956151,0.7228483046987236,0.5935977731384829,0.7065645114434561
36,0.5825648164259614,0.7217799924273547,0.5469728601252609,0.7555506507516453
37,0.5980511571254568,0.6989580754849086,0.5720250521920668,0.6968928451315359
38,0.6010092222028884,0.6931082611839563,0.5824634655532359,0.6904400644939779
39,0.5999651992343832,0.6924771949224464,0.5567153792623522,0.712997920529947
40,0.6076213676700888,0.6842181534997946,0.5824634655532359,0.7126837053554524
41,0.6050113102488255,0.6863813202410997,0.5803757828810021,0.6945880842389965
42,0.6076213676700888,0.6840987658766559,0.5977731384829506,0.684410828087793
43,0.6116234557160257,0.6760131916659913,0.5727209464161448,0.6904976241560169
44,0.6109274404036888,0.6764484666289974,0.6005567153792624,0.6832240872649762
45,0.6105794327475205,0.6831026517704056,0.5636743215031316,0.7207290983918229
46,0.6095354097790151,0.6764496875187411,0.5796798886569241,0.7085752269286316
47,0.6168435705585523,0.6714533330034756,0.5678496868475992,0.7163383530045536
48,0.6163215590742996,0.6663847812050545,0.5762004175365344,0.6890055887970195
49,0.6137115016530363,0.6710069719048498,0.5671537926235213,0.7160481798885641
50,0.6111014442317731,0.6720278536041046,0.5998608211551845,0.6862633073653067
51,0.6123194710283626,0.6707709574430384,0.5977731384829506,0.6914849993600988
52,0.6147555246215417,0.6706642977392451,0.5887265135699373,0.7102606595364619
53,0.6140595093092048,0.6666969597401127,0.5615866388308977,0.7622319801772744
54,0.6185836088393944,0.6663285303559898,0.5734168406402227,0.7659532885569291
55,0.6163215590742996,0.6625762698284516,0.5880306193458594,0.7407695138584036
56,0.6175395858708892,0.6651613688472104,0.5734168406402227,0.7505522134801708
57,0.6135374978249521,0.6668694292675642,0.5664578983994433,0.7586157812277861
